,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
701,1056,1056,2064,"a 72-year-old man is brought into clinic by his daughter for increasing confusion. the daughter states that over the past 2 weeks, she has noticed that the patient “seems to stare off into space.” she reports he has multiple episodes a day during which he will walk into a room and forget why. she is also worried about his balance. she endorses that he has had several falls, the worst being 3 weeks ago when he tripped on the sidewalk getting the mail. the patient denies loss of consciousness, pre-syncope, chest pain, palpitations, urinary incontinence, or bowel incontinence. he complains of headache but denies dizziness. he reports nausea and a few episodes of non-bloody emesis but denies abdominal pain, constipation, or diarrhea. the patient’s medical history is significant for atrial fibrillation, diabetes, hypertension, hyperlipidemia, and osteoarthritis. he takes aspirin, warfarin, insulin, lisinopril, simvastatin, and ibuprofen. he drinks a half glass of whisky after dinner every night and smokes a cigar on the weekends. on physical examination, he is oriented to name and place but not to date. he is unable to spell ""world"" backward. when asked to remember 3 words, he recalls only 2. there are no motor or sensory deficits. which of the following is the most likely diagnosis?",Normal pressure hydrocephalus,Vitamin B12 deficiency,Subdural hematoma,Alzheimer disease,Subdural hematoma,Neurology,MedQA_USMLE,case_2064,ungendered
702,1058,1058,2069,"a 37-year-old woman presents to her primary care physician for bilateral nipple discharge. the patient states that she has observed a milky discharge coming from her nipples for the past month. on review of systems, the patient states that she has felt fatigued lately and has experienced decreased libido. she also endorses headaches that typically resolve by the middle of the day and a 5 pound weight gain this past month. the patient has a past medical history of obesity, schizophrenia, and constipation. her temperature is 99.5°f (37.5°c), blood pressure is 145/95 mmhg, pulse is 60/min, respirations are 15/min, and oxygen saturation is 98% on room air. on physical exam, you note an obese, fatigued-appearing woman. dermatologic exam reveals fine, thin hair over her body. cardiopulmonary exam is within normal limits. neurological exam reveals cranial nerves ii-xii as grossly intact. the patient exhibits 1+ sluggish reflexes. which of the following is the most likely diagnosis?",Autoimmune destruction of the thyroid gland,Viral infection of the thyroid gland,Protein-secreting CNS mass,Dopamine blockade in the tuberoinfundibular pathway,Protein-secreting CNS mass,Endocrinology,MedQA_USMLE,case_2069,ungendered
703,1060,1060,2071,"a 22-year-old man presents to the emergency department with abdominal pain. the patient states that he has had right lower quadrant abdominal pain for ""a while now"". the pain comes and goes, and today it is particularly painful. the patient is a college student studying philosophy. he drinks alcohol occasionally and is currently sexually active. he states that sometimes he feels anxious about school. the patient's father died of colon cancer at the age of 55, and his mother died of breast cancer when she was 57. the patient has a past medical history of anxiety and depression which is not currently treated. review of systems is positive for bloody diarrhea. his temperature is 99.5°f (37.5°c), blood pressure is 100/58 mmhg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. cardiopulmonary exam is within normal limits. abdominal exam reveals diffuse tenderness. a fecal occult blood test is positive. which of the following is the most likely diagnosis?",Infectious colitis,Irritable bowel syndrome,Colon cancer,Inflammatory bowel syndrome,Inflammatory bowel syndrome,Gastrointestinal System,MedQA_USMLE,case_2071,ungendered
704,1061,1061,2072,"a 7-year-old boy is brought to the emergency department for a headache. the patient’s parent states that he normally has headaches in the morning; however, they tend to dissipate as the day goes on. they state he is otherwise healthy. the patient’s vitals are unremarkable. physical exam is notable for a healthy young child. notably, his gait is ataxic and he seems uncoordinated. an mri scan of the head is performed as seen in figure a. which of the following is the most likely diagnosis?",Medulloblastoma,Pilocytic astrocytoma,Friedreich ataxia,Acoustic neuroma,Medulloblastoma,Neurology,MedQA_USMLE,case_2072,ungendered
705,1062,1062,2074,"a 23-year-old woman presents to the emergency department with pain in her axilla. she has had this pain chronically for the past year with frequent exacerbations. the patient has a past medical history of polycystic ovarian syndrome and smokes 1 pack of cigarettes daily. her temperature is 97.0°f (36.1°c), blood pressure is 137/98 mmhg, pulse is 87/min, respirations are 15/min, and oxygen saturation is 98% on room air. physical exam is notable for the finding in figure a. which of the following is the most likely diagnosis?",Folliculitis,Carbuncle,Abscess,Hidradenitis suppurativa,Hidradenitis suppurativa,Dermatology,MedQA_USMLE,case_2074,ungendered
706,1063,1063,2076,"a 65-year-old man presents to the emergency department with back pain. the patient states that he has gradually worsening back pain that seems to have worsened after moving furniture the other day. he also states that while he walks, he feels numbness and weakness in his legs. the only time the patient states his back pain is improved is when he is riding his bike or pushing a cart at the grocery store. the patient has a past medical history of osteoporosis, dyslipidemia, and diabetes. he drinks 3 alcoholic drinks every day and has a 44 pack-year smoking history. his temperature is 99.5°f (37.5°c), blood pressure is 157/108 mmhg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air. physical exam is notable for a non-tender spine with normal mobility in all 4 directions. radiography of the spine and basic labs are ordered. which of the following is the most likely diagnosis?",Vascular claudication,Compression fracture,Spinal stenosis,Musculoskeletal strain,Spinal stenosis,Neurology,MedQA_USMLE,case_2076,ungendered
707,1065,1065,2078,"a 39-year-old woman presents to the emergency department with a chief concern of abdominal pain. she states that her symptoms occurred shortly after she began eating dinner that evening. she states that the pain is in the right side of her abdomen and travels to her right shoulder. she has a past medical history of polycystic ovarian syndrome, obesity, type ii diabetes mellitus, and hypertension. her current medications include metformin, insulin, atorvastatin, aspirin, and lisinopril. her temperature is 99.5°f (37.5°c), blood pressure is 110/75 mmhg, pulse is 90/min, respirations are 13/min, and oxygen saturation is 99% on room air. on abdominal exam, the patient demonstrates tenderness in the right upper quadrant. the patient is started on iv fluids and morphine. four hours later, she states that the pain has abated. which of the following is associated with this patient's most likely diagnosis?",Secretin,Acetylcholine,Gastrin,Cholecystokinin,Cholecystokinin,Gastrointestinal System,MedQA_USMLE,case_2078,ungendered
708,1066,1066,2079,"a 58-year-old man presents to his primary care physician complaining of a facial rash. he states that he has had the rash for at least 10 years. the rash is on both cheeks and spreads across his nose. it normally comes and goes, but is exacerbated by sun exposure. the patient was recently fired, and is embarrassed of his rash, which has prevented him from accepting job interviews. he has tried various over the counter lotions and soaps with little improvement. he has no other complaints. his medical history is significant for mild osteoarthritis and coronary artery disease. he takes aspirin, simvastatin, and ibuprofen. on physical examination, you note telangiectasias on his bilateral eyelids. the rash is shown in figure a. which of the following is the most likely diagnosis?",Acne vulgaris,Systemic lupus erythematosus,Rosacea,Folliculitis,Rosacea,Dermatology,MedQA_USMLE,case_2079,ungendered
709,1068,1068,2083,"a 55-year-old man presents to his primary care physician for fatigue. he states he has not felt like himself recently and had to take a few days off of work secondary to fatigue. he has lost 10 pounds over the past month. he drinks 4 drinks per day and smokes 1 pack of cigarettes per day, which he has done for the past 20 years. his temperature is 99.0°f (37.2°c), blood pressure is 128/65 mmhg, pulse is 100/min, respirations are 11/min, and oxygen saturation is 98% on room air. laboratory values are ordered as seen below.

hemoglobin: 9 g/dl
hematocrit: 27%
leukocyte count: 2,500/mm^3 with normal differential
platelet count: 293,000/mm^3

a biopsy of the bone marrow is performed which demonstrates hypocellular and fibrotic bone marrow and a peripheral smear is performed as seen in figure a. which of the following is the most likely diagnosis?",Chronic myelogenous leukemia,Hairy cell leukemia,Iron deficiency anemia,Myelofibrosis,Myelofibrosis,Hematology and Oncology,MedQA_USMLE,case_2083,ungendered
710,1069,1069,2084,"a 24-year-old man is brought to the emergency department by his roommates for aggressive and unusual behavior. his roommates state that he has been under a lot of stress lately from his final exams and has been more reclusive. they state that this evening he was very irritable and was yelling at his computer prior to breaking it, followed by him spending several hours at the gym. his temperature is 101°f (38.3°c), blood pressure is 137/98 mmhg, pulse is 120/min, respirations are 23/min, and oxygen saturation is 99% on room air. physical exam is notable for an irritable young man. cardiopulmonary exam is notable for tachycardia and bilateral clear breath sounds. neurological exam reveals dilated pupils. the patient is notably diaphoretic and speaks very rapidly during the physical exam and is aggressive. he is given haloperidol, diphenhydramine, and diazepam for sedation and placed in soft restraints. his symptoms resolved over the next 10 hours in the emergency department. which of the following is the most likely diagnosis?",Cocaine intoxication,Lisdexamfetamine intoxication,Schizophrenia,Caffeine intoxication,Lisdexamfetamine intoxication,Other,MedQA_USMLE,case_2084,ungendered
711,1072,1072,2087,"a 65-year-old man presents to his primary care physician for fatigue. the patient states that he has not been sleeping well and requests sleep medication to help him with his fatigue. he recently changed his diet to try to increase his energy and has been on a vegetarian diet for the past several months. the patient has no significant past medical history. he smokes 1 pack of cigarettes per day and drinks 5 alcoholic beverages per day. the patient has lost 12 pounds since his last visit 1 month ago. physical exam demonstrates a tired man. he appears thin, and his skin and sclera are icteric. abdominal ultrasound is notable for a thin-walled and enlarged gallbladder. a urine sample is collected and is noted to be amber in color. which of the following is the most likely diagnosis?",Iron deficiency anemia,Cholangiocarcinoma,Autoimmune hemolytic anemia,Pancreatic adenocarcinoma,Pancreatic adenocarcinoma,Gastrointestinal System,MedQA_USMLE,case_2087,ungendered
712,1074,1074,2089,"a 27-year-old female presents for her first prenatal visit at an estimated gestational age of 16 weeks and 4 days by last menstrual period. she notes that she is presenting late to prenatal care due to significant anxiety about her pregnancy, as she and her husband had struggled with infertility for several years prior to conceiving. the patient states that she has had nausea and vomiting for about two months, tender and swollen breasts, and cravings for foods she typically does not eat. she took a pregnancy test about ten weeks ago and was too nervous to read the result immediately. after 24 hours, she saw that it was positive. the patient has a past medical history of bulimia nervosa but has not been symptomatic in two years. she also had an appendectomy at age 15 for appendicitis. she is a phd student, and her husband is a physician. at this visit, the patient’s temperature is 98.5°f (36.9°c), pulse is 75/min, blood pressure is 122/76 mmhg, and respirations are 13/min. the patient’s affect is normal, and she is pleasant and excited about her pregnancy. physical exam is notable for abdominal distension but is otherwise unremarkable. ultrasound is shown in figure a, and urine human chorionic gonadotropin is negative in the office. which of the following is the most likely diagnosis?",Delusion of pregnancy,Pseudocyesis,Couvade syndrome,Recent miscarriage,Pseudocyesis,Obstetrics and Gynecology,MedQA_USMLE,case_2089,ungendered
713,1075,1075,2090,"a 27-year-old woman presents to her primary care physician for an abnormal vaginal discharge. the patient recently ended a relationship with her husband and since then has engaged in unprotected intercourse with 12 different partners. she has a past medical history of asthma, iv drug abuse, and depression. she has 1 to 2 alcoholic drinks per day. she feels ashamed of her behavior and is requesting treatment for her condition and advice for safe sex. the patient is given antibiotics and is advised on safe sex practices. the patient presents to the emergency department 3 days later with a complaint of a rash. she states that every time she has sex a rash has emerged on her skin. physical exam is notable for the finding in figure a. which of the following is the most likely diagnosis?",IV drug use,Infection,Antigen exposure,Drug reaction,Antigen exposure,Infectious Diseases,MedQA_USMLE,case_2090,ungendered
714,1076,1076,2091,"a 62-year-old male arrives to the emergency room complaining of chest pain and difficulty breathing. he reports the dyspnea started two months ago after having the flu. at first, the difficulty breathing occurred whenever he went up and down one flight of stairs, but since then the dyspnea has gotten progressively worse. this morning he developed chest pain and difficulty breathing while sitting at the kitchen table. the patient’s medical history is significant for hypertension, type ii diabetes mellitus, and rheumatoid arthritis. his medications include aspirin, lisinopril, metformin, and sulfasalazine. the patient’s temperature is 97°f (36.1°c), blood pressure is 130/78 mmhg, pulse is 88/min, and respirations are 14/min with an oxygen saturation of 97% o2 on room air. on physical exam, you note jugular venous distension during both inspiration and expiration, mild abdominal distention, and 2+ bilateral lower extremity edema. radiography is demonstrated in figure a. which of the following is the most likely diagnosis?",Restrictive cardiomyopathy,Cirrhosis,Cardiac tamponade,Constrictive pericarditis,Constrictive pericarditis,Cardiovascular System,MedQA_USMLE,case_2091,ungendered
715,1077,1077,2095,"a 42-year-old man presents to the gastroenterologist for chronic diarrhea and weight loss. he reports that the diarrhea began 3 months ago. he denies seeing blood in his stool but states that his stool is foul-smelling and often “floats in the bowl.” he reports that since his symptoms began he “can’t wear pants without belts.” he has not weighed himself recently. his normal diet consists of mainly red meats, cheese, fast food, and sugary, carbonated drinks. the patient recently immigrated from barbados 1 year ago but has not been back since. his medical history includes arthritis and hypothyroidism. he takes aspirin and levothyroxine. the patient’s temperature is 100.9°f (38.3°c), blood pressure is 130/78 mmhg, pulse is 82/min, and respirations are 14/min. physical examination reveals skin hyperpigmentation and swollen, painful elbows and knees. a fecal occult blood is positive. a colonoscopy is done with a biopsy and periodic acid-schiff staining, as shown in figure a. which of the following is the best long-term therapy for the patient’s most likely diagnosis?",Infliximab,Trimethoprim/sulfamethoxazole,Tetracycline,Prednisone,Trimethoprim/sulfamethoxazole,Gastrointestinal System,MedQA_USMLE,case_2095,ungendered
716,1078,1078,2097,"a 65-year-old man presents to his primary care physician with fatigue that has gradually been worsening over the past month. the patient rarely sees his physician and came in today as he is unable to go to his exercise classes anymore. he also endorses joint pain in his right knee and hip that has been gradually worsening. the patient's vitals are notable only for hypertension. physical exam reveals a fatigued appearing man. laboratory values are ordered as seen below:

hemoglobin: 8 g/dl
hematocrit: 25%
leukocyte count: 1,500/mm^3 with normal differential
platelet count: 47,000/mm^3

a peripheral smear is performed as seen in figure a. which of the following is the most likely diagnosis?",Folate deficiency,Myelodysplasia,Iron deficiency,Anemia of chronic disease,Myelodysplasia,Hematology and Oncology,MedQA_USMLE,case_2097,ungendered
717,1079,1079,2098,"a 20-year-old college student presents to his student health clinic complaining of a scaly rash on his right inner thigh. he reports that the rash is itchy and first appeared 4 months ago. a similar rash occurred last year, which improved with a topical cream he purchased over the counter, but he does not remember the name. the patient has a history of attention deficient disorder and atopic dermatitis. his medications include methylphenidate and betamethasone. the patient has been a wrestler since high school and currently wrestles for the university. he reports he is doing well in his classes. he admits to smoking marijuana recreationally and having a few beers on the weekends with his friends. he went to costa rica for a 2-week mission trip 6 months ago. physical exam reveals a lesion as shown in figure a. potassium hydroxide scrapings of the lesion confirm the diagnosis. which of the following is the best treatment for the patient's most likely diagnosis?",Topical clotrimazole,Topical clobetasol,Oral griseofulvin,Topical nystatin,Topical clotrimazole,Dermatology,MedQA_USMLE,case_2098,ungendered
718,1080,1080,2099,"a 7-year-old boy is brought in to your clinic by his mother, who is complaining of her son’s “dry scalp and hair loss.” she reports a scaling spot on his scalp developed around 2 months ago, soon after moving to a new school, which then became a larger bald spot. she denies that anyone in the household is exhibiting similar symptoms, but does recall a note that came home from school warning of a lice outbreak. thus far, she has only tried daily baths with little improvement. the patient denies pain or itchiness, but the mother reports she does notice him scratching his scalp. the mother also reports that since her son has started at the new school, she has noticed an increase in his tics including excessive blinking and clearing of his throat. the patient's medical history is significant for asthma, allergic rhinitis, and attention deficient hyperactivity disorder. his current medications include fluticasone, salmeterol, loratadine, and methylphenidate. family history includes obsessive compulsive disorder in his older sister. the mother also reports her father had a debilitating skin and joint disorder. on examination, you note swollen lymph glands at the back of the patient's ears and neck, and there are residual black dots within a patch of alopecia. which of the following is the most likely diagnosis?",Nummular dermatitis,Tinea capitis,Trichotillomania,Pediculosis capitis,Tinea capitis,Dermatology,MedQA_USMLE,case_2099,ungendered
719,1081,1081,2100,"a 62-year-old woman presents to the emergency department after an episode of light-headedness. she was using the bathroom when she felt light-headed and fell to the floor. her daughter found her and brought her into the emergency department right away. the patient has a past medical history of obesity and diabetes mellitus. she came to the emergency department 1 week ago for a similar complaint. the patient states that she has otherwise felt well with the exception of fatigue, constipation, an odd sensation in her chest, and a decreased appetite and desire to drink recently causing her to lose 10 pounds. her temperature is 98.0°f (36.7°c), blood pressure is 122/88 mmhg, pulse is 92/min, respirations are 14/min, and oxygen saturation is 99% on room air. physical exam reveals a cardiopulmonary exam within normal limits and stable gait. the patient has an obese abdomen with abdominal distension. strength is 5/5 in the upper and lower extremities. which of the following is associated with the most likely diagnosis?",Vagal response,Seasonal viral infection,CA-125,Cardiac arrhythmia,CA-125,Gastrointestinal System,MedQA_USMLE,case_2100,ungendered
720,1083,1083,2102,"a 7-month-old boy is brought to the ed by his mother because of abdominal pain. two weeks ago, she noticed he had a fever and looser stools, but both resolved after a few days. one week ago, he began to experience periodic episodes during which he would curl up into a ball, scream, and cry. the episodes lasted a few minutes, and were occasionally followed by vomiting. between events, he was completely normal. she says the episodes have become more frequent over time, and this morning, she noticed blood in his diaper. in the ed, his vitals are within normal ranges, and his physical exam is normal. after confirming the diagnosis with an abdominal ultrasound, what is the next step in management?",Air contrast enema,Abdominal laparotomy,Supportive care,Abdominal CT scan,Air contrast enema,Gastrointestinal System,MedQA_USMLE,case_2102,ungendered
721,1085,1085,2104,"a 32-year-old man is brought to the emergency department by his wife for altered mental status. she reports that he was in his usual state of health until 3 days ago when he developed a headache and fever. then today she found him lying in the bedroom in the dark. when she turned on the light, he covered his eyes. other than that, he was minimally responsive. the patient is adopted and does not know his family history. his wife reports that he occasionally has a beer or two with dinner, and works as a landscaper. the patient’s temperature is 103°f (39.5°c), blood pressure is 131/78 mmhg, pulse is 84/min, and respirations are 14/min with an oxygen saturation of 98% on room air. physical examination is notable for neck stiffness and a rash that is shown in figure a. which of the following is the best treatment for the patient’s most likely diagnosis?",Oral cefuroxime,IV ceftriaxone,Oral amoxicillin,Oral doxycycline,IV ceftriaxone,Infectious Diseases,MedQA_USMLE,case_2104,ungendered
722,1087,1087,2106,"a 23-year-old man presents to the emergency department with bloody vomitus. the patient is an alcoholic and has presented similarly before. he is given ondansetron; however, he continues to vomit. the patient complains of sudden substernal chest pain and dysphagia after another bout of vomiting. his temperature is 99°f (37.2°c), blood pressure is 117/60 mmhg, pulse is 122/min, respirations are 15/min, and oxygen saturation is 99% on room air. physical exam is notable for an uncomfortable man with subcutaneous emphysema in the patient’s neck and supraclavicular areas. which of the following is the most likely diagnosis?",Mallory Weiss syndrome,Tension pneumothorax,Spontaneous pneumothorax,Esophageal rupture,Esophageal rupture,Gastrointestinal System,MedQA_USMLE,case_2106,ungendered
723,1090,1090,2110,"a 10-year-old girl is admitted to the medical floor for a respiratory infection. the patient lives in a foster home and has been admitted many times. since birth, the patient has had repeated episodes of pain/pressure over her frontal sinuses and a chronic cough that produces mucus. she was recently treated with amoxicillin for an infection. the patient is in the 25th percentile for height and weight which has been constant since birth. her guardians state that the patient has normal bowel movements and has been gaining weight appropriately. the patient has a history of tricuspid stenosis. she also recently had magnetic resonance imaging (mri) of her chest which demonstrated dilation of her airways. her temperature is 99.5°f (37.5°c), blood pressure is 90/58 mmhg, pulse is 120/min, respirations are 18/min, and oxygen saturation is 94% on room air. physical exam is notable for bruises along the patient's shins which the guardians state are from playing soccer. the rest of the exam is deferred because the patient starts crying. which of the following findings is associated with this patient's most likely underlying diagnosis?",Increased chloride in the patient's sweat,Hypocalcemia,Social withdrawal and avoidance of eye contact,Diastolic murmur best heard along the right lower sternal border,Diastolic murmur best heard along the right lower sternal border,Pediatrics and Neonatology,MedQA_USMLE,case_2110,ungendered
724,1091,1091,2112,"a 55-year-old man presents to the emergency department with painful skin lesions. the patient has had similar lesions for the past several months but states they have worsened recently. he has a past medical history of diabetes, a middle ear infection, and urinary tract infection, which were treated with antibiotics. the patient has allergies to latex and sulfa drugs. he works as a mountain ranger and regularly hikes through forestry. his temperature is 98.4°f (36.9°c), blood pressure is 167/108 mmhg, pulse is 95/min, respirations are 14/min, and oxygen saturation is 98% on room air. physical exam demonstrates the lesions seen in figure a which separate and break open when minimal pressure is applied. oral mucosal erosions are also seen upon inspection of the oropharynx. which of the following is the most likely diagnosis?",Pemphigus vulgaris,Type IV hypersensitivity,Acute drug reaction,Bullous pemphigoid,Pemphigus vulgaris,Dermatology,MedQA_USMLE,case_2112,ungendered
725,1092,1092,2114,"a 72-year-old man is seen in the hospital for a sacral rash. the patient has been hospitalized for the past 3 weeks for a heart failure exacerbation. when the nurse went to bathe him this morning, she noticed a red rash over his sacrum. the patient reports mild discomfort and denies pruritus. the patient has chronic kidney disease, urinary incontinence, ischemic cardiomyopathy, gout, and poor mobility. his current medications include aspirin, furosemide, metoprolol, lisinopril, spironolactone, and prednisone that was started for a recent gout flare. the patient’s temperature is 97°f (37.2°c), blood pressure is 110/62 mmhg, pulse is 68/min, and respirations are 13/min with an oxygen saturation of 98% on room air. on physical examination, there is a 4 cm x 6 cm patch of non-blanchable erythema over the patient’s sacrum that is mildly tender to palpation. labs are obtained, as shown below:

leukocyte count: 10,000/mm^3 with normal differential
hemoglobin: 15.2 g/dl
platelet count: 400,000/mm^3

serum:
na: 138 meq/l
k+: 4.3 meq/l
cl-: 104 meq/l
hco3-: 25 meq/l
bun: 26 mg/dl
creatinine: 1.5 mg/dl
glucose: 185 mg/dl

a hemoglobin a1c is pending. which of the following is the best management for the patient’s most likely diagnosis?",Prophylactic oral ciprofloxacin,Metformin,Topical silver sulfadiazine,Repositioning,Repositioning,Dermatology,MedQA_USMLE,case_2114,ungendered
726,1094,1094,2116,"a newborn infant presents with severe weakness. he was born to a g1p1 mother at 40 weeks gestation with the pregnancy attended by a midwife. the mother's past medical history is unremarkable. she took a prenatal vitamin and folic acid throughout the pregnancy. since birth, the child has had trouble breastfeeding despite proper counseling. he also has had poor muscle tone and a weak cry. his temperature is 99.5°f (37.5°c), blood pressure is 57/38 mmhg, pulse is 150/min, respirations are 37/min, and oxygen saturation is 96% on room air. physical exam reveals poor muscle tone. the patient's sucking reflex is weak, and an enlarged tongue is noted. an ultrasound is performed, and is notable for hypertrophy of the myocardium. which of the following is the most likely diagnosis?",Clostridium tetani infection,Acid maltase deficiency,Familial hypertrophic cardiomyopathy,Clostridium botulinum infection,Acid maltase deficiency,Pediatrics and Neonatology,MedQA_USMLE,case_2116,ungendered
727,1098,1098,2120,"a 3-week-old male presents to the emergency department with vomiting. his parents report that he suddenly started vomiting this morning and has shown no interest in feeding since then. they describe the vomitus as green and without any traces of blood. prior to today, the patient was feeding, voiding and stooling well. he was noted to have surpassed his birth weight at his last office visit one week ago. in the emergency room, his temperature is 97.6°f (36.4°c), blood pressure is 78/56 mmhg, pulse is 148/min, and respirations are 44/min. on physical exam, the patient is in mild distress. he has no dysmorphic features, and his mucous membranes are dry. his abdomen is soft and distended. bowel sounds are hypoactive. an abdominal radiograph is performed and can be seen in figure a.

which of the following is the best next step in the diagnosis of this condition?",Abdominal ultrasound,Upper gastrointestinal series,Abdominal CT,Rectal suction biopsy,Upper gastrointestinal series,Pediatrics and Neonatology,MedQA_USMLE,case_2120,ungendered
728,1099,1099,2121,"a 34-year-old woman arrives to your office complaining of a recurrent rash. the first time the patient noticed the rash was after going in the water at the beach six weeks ago. she reports that since then, she has developed similar appearing pink and itchy rashes on her arms and legs. she states that the rashes eventually resolve on their own. the patient works as a forest ranger at a national park. her medical history is significant for systemic lupus erythematous and asthma. her current medications include nsaids and an albuterol inhaler. she reports that she has seasonal allergies but no food intolerances. her temperature is 98°f (36.7°c), pulse is 70/min, blood pressure is 118/77 mmhg, respirations are 13/min, and oxygen saturation is 98% on room air. upon physical examination, you appreciate diffuse, mild expiratory wheezes. there is no evidence of airway obstruction. when ice is placed on her leg, a rash appears, as pictured in figure a. which of the following is the most likely diagnosis?",Urticaria,Discoid rash,Contact dermatitis,Hereditary angioedema,Urticaria,Dermatology,MedQA_USMLE,case_2121,ungendered
729,1100,1100,2122,"a 27-year-old man is brought into the emergency department after a car ran into him while he was riding his bike. the patient is conscious and alert. he states that his arm is in pain and he is requesting morphine. the patient's past medical history is non-contributory and he is not currently on any medications. his temperature is 97.5°f (36.4°c), blood pressure is 124/65 mmhg, pulse is 122/min, respirations are 15/min, and oxygen saturation is 98% on room air. an initial splint is placed. a radiograph is performed and physical exam is notable for the findings in figure a when the patient is asked to extend his fingers. which of the following is the most likely diagnosis?",Musculocutaneous,Ulnar,Median,Radial,Ulnar,Other,MedQA_USMLE,case_2122,ungendered
730,1101,1101,2123,"a 3-year-old girl is brought to the physician by her parents due to observations of rapid, random, horizontal and vertical eye movements along with occasional jerking movements of her limbs and head. ct scan reveals an abdominal mass that crosses the midline. further work-up reveals elevated 24-hour urinary homovanillic acid and vanillylmandelic acid. which of the following diseases pathologically originates from the type of cells as this patient’s most likely diagnosis?",Craniopharyngioma,Hirschsprung disease,Parinaud syndrome,Pilocytic astrocytoma,Hirschsprung disease,Hematology and Oncology,MedQA_USMLE,case_2123,ungendered
731,1102,1102,2124,"a 69-year-old man presents to his primary care physician for trouble sleeping. the patient states that he recently retired from working the day shift at a cemetery. when the patient retired, his goal was to finally be able to go out with his wife; however, he finds that he is unable to stay awake past 6 pm in the evening. his inability to stay awake has been straining his marriage as his wife is disappointed that they cannot do any activities in the evening together. the patient has tried drinking caffeine but finds that it does not help. the patient’s wife claims that the patient seems to sleep peacefully, and the patient states he feels rested when he awakes. the patient has a past medical history of irritable bowel syndrome which is managed with fiber supplements. the patient’s neurological exam is within normal limits. which of the following is the most likely diagnosis?",Normal aging,Advanced sleep phase disorder,Chronic insomnia,Delayed sleep phase disorder,Advanced sleep phase disorder,Neurology,MedQA_USMLE,case_2124,ungendered
732,1103,1103,2125,"a 42-year-old woman presents to clinic complaining of multiple symptoms including skin lesions and worsening bone pain. she just returned from a 6-month stay in guatemala, where she volunteered to build homes in an underdeveloped community. while she was there, she developed scaling papulonodular skin lesions on her left hand and right wrist. she also complains of bone pain, specifically in her right forearm and right thigh, and a persistent dry cough. she states she has been very tired lately, which is why it took her so long to see a doctor when she returned from her trip. since returning, she has been living in arizona for the past 2 weeks with her brother who owns 2 parrots and a dog. the patient’s temperature is 99°f (37.2°c), blood pressure is 110/68 mmhg, pulse is 88/min, and respirations are 17/min with an oxygen saturation of 97% on room air. her complete blood count reveals pancytopenia. a peripheral blood smear shows evidence of lymphoblasts. a computed tomography of the chest reveals multiple, centrilobular nodules in the left upper lobe. a radiograph of the right thigh and right upper extremity shows osteolytic bone lesions. a biopsy of the skin lesion on her left hand is obtained, and the results are shown in figure a. which of the following is the most likely diagnosis?",Histoplasmosis,Paracoccidioidomycosis,Tuberculosis,Blastomycosis,Blastomycosis,Hematology and Oncology,MedQA_USMLE,case_2125,ungendered
733,1105,1105,2127,"a 48-year-old man presents to his primary care physician concerned about his weight. he states he has been gaining weight though does not feel he has changed his diet. the patient also states he has felt fatigued lately and not himself. he denies taking any medications or using any illicit substances at baseline. his temperature is 99.2°f (37.3°c), blood pressure is 177/108 mmhg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air. physical exam is notable for an obese man with striae on his abdomen. a 24-hour urine free cortisol is collected and demonstrates an elevated cortisol level; however, a high dose of dexamethasone when administered results in no attenuation of cortisol release. a ct scan of the abdomen is within normal limits. which of the following is associated with the most likely diagnosis?",Adrenal adenoma,Increased personal stress and poor sleep habits,History of smoking,Decreased ACTH level,History of smoking,Endocrinology,MedQA_USMLE,case_2127,ungendered
734,1106,1106,2128,"a 24-year-old man is brought to the emergency department for bowling at a local bowling alley while inappropriately dressed. the patient refused to speak with police and was seen conversing with inanimate objects in the back of the police car. the patient states that his clothes were contaminated by assassins who have been tracking him for years. the patient refuses to answer any further questions, and continues to whisper toward someone else. the patient has a past medical history of homelessness, alcohol abuse, marijuana use, and cocaine abuse. physical exam is notable for a healthy young man who seems mistrustful of all hospital personnel. the patient is started on a medication and is transferred to the psychiatric inpatient unit. the patient’s condition improves, but he still often speaks of a contamination that is on his clothes and skin that is coming from external parties. the patient is started on a new medication. he is then sent to group therapy, followed by physical activity in the yard. the physician is called over when the patient is found down in the recreation yard while he was exercising. the patient is not responsive, and his limbs seem to resist passive force. his temperature is 104°f (40°c), pulse is 112/min, blood pressure is 140/90 mmhg, respirations are 18/min, and oxygen saturation is 95% on room air. which of the following best describes the most likely diagnosis?",Inadequate evaporative cooling,Infection,Dopamine blockade,Dehydration,Dopamine blockade,Neurology,MedQA_USMLE,case_2128,ungendered
