,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
501,764,764,1664,"A 55-year-old man comes into your office for an eye exam! The patient states he has had some trouble seeing over the last few weeks! He denies a history of pain! He has a history of HIV! He states that he was diagnosed with HIV about 20 years ago due to his intravenous drug usage! He has not used any drugs in the past 10 years, but states he also does not take his medications! His last CD4+ count (6 months ago) was 42! His vitals are normal and Figure A shows his fundoscopic exam! On eye exam, the patient has both some central and peripheral vision loss! What is the most likely diagnosis?",HSV retinitis,CMV retinitis,Acute angle closure glaucoma,Retinal vein occlusion,CMV retinitis,Infectious Diseases,MedQA_USMLE,case_1664,ungendered
502,765,765,1665,"A 45-year-old man is brought to the emergency room by his wife because he has been acting confused for the past day! He is febrile, with an oral temperature of 103!6 deg F; vital signs are otherwise stable! His physical exam is significant for the finding shown in Figure A; he has never noticed lesions like these before! He also has subtle right-sided weakness affecting upper and lower extremities! Labs reveal: hemoglobin 7!0 g/dL, hematocrit 21%, white blood count of 10!2 x 10^3 µL, and platelet count of 20 x 10^3 per µL! PT/INR and PTT are normal! A peripheral blood smear is shown in Figure B! What is the most likely diagnosis?",Disseminated intravascular coagulation,Evan's syndrome,Thrombotic thrombocytopenic purpura,Idiopathic thrombocytopenic purpura,Thrombotic thrombocytopenic purpura,Hematology and Oncology,MedQA_USMLE,case_1665,ungendered
503,766,766,1666,"A 25-year-old woman with bipolar disorder and schizophrenia presents to the emergency room stating that she is pregnant! She says that she has been pregnant since she was 20 years old and is expecting a baby now that she is breathing much harder and feeling more faint with chest pain caused by deep breaths! Her hospital medical record shows multiple negative pregnancy tests over the past 5 years! The patient has a 20 pack-year smoking history! Her temperature is 98°F (37°C), blood pressure is 100/60 mmHg, pulse is 110/min, respirations are 28/min, and oxygen saturation is 90% on room air! Her fingerstick glucose is 100 mg/dL! She has a large abdominal pannus which is soft and nontender! Her legs are symmetric and non-tender! Oxygen is provided via nasal cannula! Her urine pregnancy test comes back positive and an initial chest radiograph is unremarkable! What is the next best step in diagnosis?",CT angiogram,Ventilation-perfusion scan,Psychiatry consult for pseudocyesis,D-dimer,Ventilation-perfusion scan,Obstetrics and Gynecology,MedQA_USMLE,case_1666,ungendered
504,768,768,1668,"A 25-year-old male patient presents to your clinic in significant distress! He states he has excruciating, stabbing pain around the left side of his head, and his left eye will not stop tearing! These types of headaches have been occurring for the past week every morning when he awakens and last around 60 minutes! He denies any aura, nausea, or vomiting! He denies any other past medical history! What is this patient's diagnosis?",Short-lasting unilateral neuralgiform headaches with conjunctival injection and tearing (SUNCT) syndrome,Migraine headache,Trigeminal neuralgia,Cluster headache,Cluster headache,Neurology,MedQA_USMLE,case_1668,ungendered
505,769,769,1669,"A 22-year-old man presents to his primary care physician with itchy eyes! The patient recently moved to the northern US and states that he has experienced bilateral itching and watering of his eyes! He states that it is very distracting and is making it hard for him to work! The patient denies any recent sick contacts and lives alone! He works as a machinist and is currently struggling with his finances! The patient has a past medical history of asthma, and his current medications include albuterol, fluticasone, fish oil, and whey protein supplements! His temperature is 99!5°F (37!5°C), blood pressure is 100/65 mmHg, pulse is 60/min, respirations are 15/min, and oxygen saturation is 99% on room air! Cardiopulmonary exam is within normal limits! You notice the bilateral findings seen in Figure A! Otoscopy reveals bilateral clear tympanic membranes! The rest of the patient's physical exam is within normal limits! Which of the following is the most likely diagnosis?",Viral conjunctivitis,Allergic conjunctivitis,Bacterial conjunctivitis,Foreign body,Allergic conjunctivitis,Other,MedQA_USMLE,case_1669,ungendered
506,772,772,1674,"A 68-year-old man presents with a 6-month history of worsening fatigue and weight loss! He is especially concerned about a recent episode in which he noticed a blurring of his vision and headache; he also notes that his “memory is not as good as it used to be,” which his wife confirms! Physical exam is notable only for pallor and general weakness! Laboratory studies reveal anemia as well as an elevated erythrocyte sedimentation rate! Serum protein electrophoresis (SPEP) reveals a sharp, narrow spike of monoclonal IgM; serum IgM concentration is 6!3 g/dL! What is the most likely diagnosis in this case?",Waldenstrom’s macroglobulinemia,Chronic lymphocytic leukemia,Non-Hodgkin’s lymphoma,Multiple myeloma,Waldenstrom’s macroglobulinemia,Hematology and Oncology,MedQA_USMLE,case_1674,ungendered
507,773,773,1676,"A 45-year-old non-English-speaking, Asian male presents to your office! He shows you a lesion on his elbow (Figure A)! He has been having decreased sensation in that area and now cannot feel sharp pinpricks on your physical exam! The lesion is biopsied (Figure B)! Which of the following is the most likely diagnosis?",Tinea corporis,Mycosis fungoides,Tuberculoid leprosy,Sarcoidosis,Tuberculoid leprosy,Infectious Diseases,MedQA_USMLE,case_1676,ungendered
508,774,774,1678,"A 4-year-old male is brought into your office because his mother states he has been fatigued! He has not been acting like himself and has been getting tired easily while running around and playing with other children! As of last week, he has also been complaining of being short of breath! His vitals are temperature 98!6 deg F (37!2 deg C), blood pressure 100/75 mmHg, pulse 98/min, and respirations 22/min! On exam, the patient is short of breath, and there is a holosystolic murmur with an appreciable thrill along the left sternal border! There are no other noticeable abnormalities, and the mother states that the child's prenatal course along with genetic testing was normal! What is the most likely diagnosis?",Patent ductus arteriosus (PDA),Endocardial cushion defect,Ventricular septal defect (VSD),Tetrology of Fallot,Ventricular septal defect (VSD),Cardiovascular System,MedQA_USMLE,case_1678,ungendered
509,776,776,1682,"A 72-year-old man with a history of chronic kidney disease presents to his primary care physician complaining of recurrent chest pain with activity! The patient used to have chest pain when he mowed his lawn! Now he gets chest pain whenever he walks short distances such as to get his mail! The pain resolves on its own when the patient sits and rests! His temperature is 98!2°F (36!8°C), blood pressure is 157/98 mm Hg, pulse is 80/min, respirations are 15/min, and oxygen saturation is 98% on room air! Physical exam is notable for an obese man who is in no distress! An initial ECG is unchanged from a previous ECG! The patient's first troponin is 0!06 ng/mL which is unchanged from previous troponins! Which of the following is the most likely diagnosis?",Variant angina,STEMI,NSTEMI,Unstable angina,Unstable angina,Cardiovascular System,MedQA_USMLE,case_1682,ungendered
510,778,778,1684,"A 5-year-old African American boy is brought into the emergency department by his mother! The mother states that the boy was diagnosed with a urinary tract infection by his PCP and provided with medications a few days ago! Today, he started having abdominal pain and shortness of breath! On exam, the patient has normal vitals, but has mild jaundice and states that he is short of breath! His mother states that her brother had had a similar episode when he was treated for malaria! The child's CBC is significant for a hemoglobin of 8!7 and his MCV is 90! Figure A shows the peripheral smear! Coombs test is negative! What is the most likely diagnosis?",Thalassemia,Iron deficiency anemia,G6PD deficiency,Sickle cell anemia,G6PD deficiency,Hematology and Oncology,MedQA_USMLE,case_1684,ungendered
511,779,779,1686,"A 42-year-old G3P3003 presents to her gynecologist for an annual visit! She complains of urinary incontinence when jogging since the birth of her last child three years ago! Her periods are regular every 30 days! The patient also has cramping that is worse before and during her period but always present at baseline! She describes a feeling of heaviness in her pelvis that is exacerbated by standing for several hours at her job as a cashier! The patient has had two spontaneous vaginal deliveries, one caesarean section, and currently uses condoms for contraception! She is obese and smokes a pack of cigarettes a day! Her mother died of breast cancer at age 69, and her aunt is undergoing treatment for endometrial cancer! The patient’s temperature is 98!6°F (37!0°C), pulse is 70/min, blood pressure is 142/81 mmHg, and respirations are 13/min! Pelvic exam is notable for a uterine fundus palpated just above the pubic symphysis and a boggy, smooth texture to the uterus! There is no tenderness or mass in the adnexa, and no uterosacral nodularity is noted! Which of the following is a classic pathological feature of this patient’s most likely diagnosis?",Presence of endometrial tissue outside of the uterus,No pathognomonic findings expected,Presence of endometrial tissue within the myometrium,Focal hyperplasia of the myometrium,Presence of endometrial tissue within the myometrium,Obstetrics and Gynecology,MedQA_USMLE,case_1686,ungendered
512,780,780,1688,"A 7-year-old boy is brought to the pediatrician by his mother for complaints of a diffuse, itchy rash over his abdomen, back, and upper legs! The rash first appeared about 1 week ago! He has otherwise been well, and he has no known sick contacts! On exam he is afebrile and cooperative! His skin exam (Figure A) is notable for a single large, well-circumscribed pink plaque over his mid-abdomen, and many pink papules of varying sizes over his abdomen, back, and thighs! On follow-up a month later, the rash has largely resolved without intervention! What is the most likely diagnosis?",Pityriasis rosea,Urticaria,Guttate psoriasis,Tinea corporis,Pityriasis rosea,Pediatrics and Neonatology,MedQA_USMLE,case_1688,ungendered
513,781,781,1689,"A 68-year-old woman presents to the emergency department complaining of ear pain! She states it started a few days ago and it has been gradually worsening! She also endorses subjective fevers and neck stiffness! The patient is an adamant swimmer and swims 2-3 times per day! She has a history of diabetes, hypertension, and morbid obesity! Her temperature is 103°F (39!4°C), blood pressure is 177/99 mmHg, pulse is 110/min, respirations are 15/min, and oxygen saturation is 98% on room air! Physical exam is notable for the finding in Figure A! Which of the following is the most likely diagnosis?",Malignant otitis externa,Otitis media,Mastoiditis,Otitis externa,Malignant otitis externa,Infectious Diseases,MedQA_USMLE,case_1689,ungendered
514,782,782,1690,"A 1-day-old male infant is transferred to the NICU for significant coughing, choking, and reflux from the mouth and nose shortly after his first feeding! During this episode, the neonate developed respiratory distress and became transiently cyanotic! The patient is a first-born male, and the mother's pregnancy and delivery was without complication! In the ICU, a nasogastric (NG) tube is placed, returning a small amount of mucus and secretions! A chest radiograph is performed and shown in Figure A! Which of the following is the most likely diagnosis in this patient?",Normal spit-up,Gastroesophageal reflux disease,Laryngeal cleft,Esophageal atresia and tracheoesophageal fistula,Esophageal atresia and tracheoesophageal fistula,Pediatrics and Neonatology,MedQA_USMLE,case_1690,ungendered
515,783,783,1691,"A 32-year-old G1P0000 presents to labor and delivery triage at 38 weeks gestation after several hours of contractions! Currently, they are timed about four minutes apart! Her contractions started after she tripped on a rug and fell on her side! She denies leakage of fluid and the baby has been moving normally, but she noted a small amount of blood on her underwear just before coming into the hospital! The pregnancy has been uncomplicated thus far! The patient has a past medical history of endometriosis, and this fetus was conceived by in vitro fertilization! Pelvic exam in triage reveals a cervix that is three centimeters dilated with a small amount of blood near the introitus! Fetal heart rate tracing at this time is shown in Figure A! Which of the following is the most likely diagnosis?",Disseminated intravascular coagulation (DIC),Placental abruption,Placenta previa,Normal labor,Normal labor,Obstetrics and Gynecology,MedQA_USMLE,case_1691,ungendered
516,784,784,1692,"A 5 day old neonate presents at night to the emergency room with ""one day of green vomiting and a larger belly than usual"" according to mom! The mother explains that the patient passed stool for only two days after birth and had been feeding well until this morning when the patient vomited after feeding and continued to vomit sporadically throughout the day! Newborn screening was normal for this patient, there were no pregnancy complications, the patient has been breastfeeding consistently with only some regurgitation, and the patient has no sick contacts! The abdomen is distended on physical exam without palpable masses, and there is no stool in the rectal vault! Upper gastrointestinal series film can be appreciated in Figure A! What is the most likely diagnosis of this patient?",Duodenal Atresia,Biliary Atresia,Mid-gut Volvulus,Pyloric Stenosis,Mid-gut Volvulus,Pediatrics and Neonatology,MedQA_USMLE,case_1692,ungendered
517,786,786,1694,"A 60-year-old patient comes into your clinic with a new concern! He states that about 20 years ago, he was shot in his right quadriceps while serving in the military! Since then, he has had a wound that partially heals, but has never closed completely! Now, the patient describes the wound as somewhat different! He states it is ulcerated with elevated edges and has been bleeding! You perform a full thickness biopsy of the lesion as shown in Figure A! What is the most likely diagnosis?",Squamous cell carcinoma,Actinic keratosis,Seborrheic keratosis,Melanoma,Squamous cell carcinoma,Hematology and Oncology,MedQA_USMLE,case_1694,ungendered
518,789,789,1698,"A 35-year-old woman presents to her family physician with a complaint of painful joints for the past 2 weeks! She reports symmetric bilateral joint pain in her hands, knees, and ankles! She has never had this before, and her past medical history is notable only for asthma! She states the pain is worse in the morning and improves throughout the day! Review of systems is notable for a recent low-grade fever with malaise! She works as a school teacher and is sexually active with men and women! Her temperature is 97!9°F (36!6°C), blood pressure is 120/84 mmHg, pulse is 70/min, respirations are 14/min, and oxygen saturation is 97% on room air! The patient is instructed to take ibuprofen and acetaminophen for her joint pain! She returns 1 month later stating that she has not needed to take the medications as her pain has been absent for the past 3 days! Which of the following is the most likely diagnosis?",Parvovirus,Rheumatoid arthritis,Osteoarthritis,Transient synovitis,Parvovirus,Rheumatology,MedQA_USMLE,case_1698,ungendered
519,790,790,1699,A 67-year-old male with no significant medical history comes to your office complaining of pain and stiffness in his hands upon wakening in the morning! You perform an x-ray (Figure A)! What is the most likely diagnosis?,Psoriatic arthritis,Gouty arthritis,Systemic lupus erythematosus (SLE),Osteoarthritis (OA),Osteoarthritis (OA),Rheumatology,MedQA_USMLE,case_1699,ungendered
520,791,791,1701,"A 75-year-old man presents to his primary care physician with a painful rash! He notes his side began to hurt several days prior without any visible skin changes; however, over the past 2 days a rash has developed! The patient's past medical history is only notable for diabetes mellitus type II! He was recently started on an antibiotic for sinusitis as well! In his spare time, he goes hiking and recently returned from a hiking trip 2 days ago! He is currently sexually active with both men and women! His temperature is 99!0°F (37!2°C), blood pressure is 154/88 mmHg, pulse is 83/min, respirations are 12/min, and oxygen saturation is 98% on room air! Physical exam is notable for the finding in Figure A! Which of the following is the most likely diagnosis?",Erythema multiforme,Human herpes virus 3,Contact dermatitis,Human herpes virus 6,Human herpes virus 3,Dermatology,MedQA_USMLE,case_1701,ungendered
521,792,792,1703,"A 14-hour-old boy has failed to pass stool and is vomiting greenish fluid! He was born at 40 weeks gestation with no complications during delivery or pregnancy! His temperature is 97!6°F (36!4°C), blood pressure is 64/34 mmHg, pulse is 140/min, respirations are 33/min, and oxygen saturation is 98% on room air! The child is currently breastfeeding and appears irritable! Physical exam is notable for a distended and non-tender abdomen! Rectal exam is unremarkable! An abdominal radiograph is shown in Figure A! What is the most likely diagnosis?",Pyloric stenosis,Tracheoesophageal fistula,Hirschsprung disease,Cystic fibrosis,Cystic fibrosis,Pediatrics and Neonatology,MedQA_USMLE,case_1703,ungendered
522,793,793,1705,"A 45-year-old male with no significant medical history comes to your office complaining of pain and stiffness in his hands upon wakening in the morning for the past several months! The stiffness generally lasts one to two hours, per the patient! You perform an x-ray (Figure A)! What is the most likely diagnosis?",Rheumatoid arthritis (RA),Gouty arthritis,Psoriatic arthritis,Osteoarthritis (OA),Rheumatoid arthritis (RA),Rheumatology,MedQA_USMLE,case_1705,ungendered
523,794,794,1706,"A 57-year-old man presents to his primary care physician with shortness of breath! The patient has had worsening shortness of breath for the past year! He has a past medical history of asthma and constipation! His current medications include albuterol and sodium docusate! The patient was an officer in the navy and currently lives at home with his wife! He has a 52 pack-year smoking history! Pulmonary function testing is performed at this visit as revealed in Figure A! The results of this test at this visit are revealed by the blue loop, as compared to his results 12 years ago as seen in the green dotted loop of Figure A! Which of the following is a possible diagnosis for this patient's presentation?",Small cell carcinoma of the lung,Poorly treated asthma,Interstitial lung disease,Chronic obstructive pulmonary disease,Interstitial lung disease,Cardiovascular System,MedQA_USMLE,case_1706,ungendered
524,795,795,1707,"49-year-old man complains of no symptoms, but on a routine complete blood count (CBC) has a white blood cell count of 40,000 per uL! A peripheral blood smear demonstrates leukocytosis with myeloid cells present at various stages of differentiation, with more mature cells present at a greater percentage than less mature cells (Figure A)! What is the likely diagnosis?",Acute Promyelocytic Leukemia (APL or APML),Acute Lymphoblastic Leukemia (ALL),Chronic Lymphocytic Leukemia (CLL),Chronic Myelogenous Leukemia (CML),Chronic Myelogenous Leukemia (CML),Hematology and Oncology,MedQA_USMLE,case_1707,ungendered
525,798,798,1710,"A 25-year-old athlete comes into your office for pain in his right foot! He states that he has no prior medical history and takes no medications! He is an avid runner and runs in marathons, but recently switched to barefoot running from his normal shoes! He runs around 50 miles per week and states that his pain is getting worse and worse with each run! On exam, his vitals are within normal limits, but there is pain upon palpation of the second metatarsal of his right foot! His pulses and sensation are intact in all extremities! Figure A is an anteriorposterior (AP) radiograph of his right foot! What is the most likely diagnosis?",Septic arthritis,Gout,Stress fracture,Plantar fasciitis,Stress fracture,Other,MedQA_USMLE,case_1710,ungendered
526,800,800,1712,"A 1-year-old boy presents to his pediatrician for episodes of crying and being hunched over! He has also had decreased oral intake during this time! He is generally healthy and has no medical issues! His temperature is 97!0°F (36!1°C), blood pressure is 94/54 mmHg, pulse is 100/min, respirations are 22/min, and oxygen saturation is 99% on room air! The child appears well and is playing; however, while in the office he has another spell of crying and being hunched over! An ultrasound is performed as seen in Figure A! Which of the following vaccines is associated with this patient's most likely diagnosis?",Tdap,Rotavirus,Poliovirus,Hepatitis B,Rotavirus,Gastrointestinal System,MedQA_USMLE,case_1712,ungendered
527,801,801,1714,"A 32-year-old woman presents to her physician concerned about wet spots on the inside part of her dress shirts, which she thinks it may be coming from one of her breasts! She states that it is painless and that the discharge is usually blood-tinged! She denies any history of malignancy in her family and states that she has been having regular periods since they first started at age 13! She does not have any children! The patient has normal vitals and denies any cough, fever! On exam, there are no palpable masses, and the patient does not have any erythema or induration! What is the most likely diagnosis?",Breast abscess,Paget's disease,Intraductal papilloma,Fibrocystic changes,Intraductal papilloma,Hematology and Oncology,MedQA_USMLE,case_1714,ungendered
528,802,802,1715,"A 26-year-old man is undergoing a bone marrow transplantation for treatment of a non-Hodgkin lymphoma that has been refractory to several rounds of chemotherapy and radiation over the past 2 years! He has been undergoing a regimen of cyclophosphamide and total body irradiation for the past several weeks in anticipation of his future transplant! This morning, he reports developing a productive cough and is concerned because he noted some blood in his sputum this morning! The patient also reports pain with inspiration! His temperature is 101°F (38!3°C), blood pressure is 115/74 mmHg, pulse is 120/min, respirations are 19/min, and oxygen saturation is 98% on room air! A chest radiograph and CT are obtained and shown in Figures A and B respectively! Which of the following is the most likely diagnosis?",Mycoplasma pneumonia,Streptococcus pneumonia,Pneumocystis jiroveci pneumonia,Aspergillus fumigatus,Aspergillus fumigatus,Hematology and Oncology,MedQA_USMLE,case_1715,ungendered
529,803,803,1716,"A 32-year-old man presents to the emergency department complaining of excruciating pain of his left calf! He states that he was bitten by a spider three days ago; however, yesterday his calf became swollen, red, and extremely painful! His vital signs are: T 102!8 F, HR 112 bpm, and BP 134/76! On exam, his distal left leg is swollen, extremely tender to palpation, and appears purples and dusky! You note crepitus is present! A biopsy is performed and the results are shown in Figure A! What is the most likely diagnosis?",Thrombophlebitis,Venous insufficiency,Deep venous thrombosis,Necrotizing fasciitis,Necrotizing fasciitis,Infectious Diseases,MedQA_USMLE,case_1716,ungendered
530,805,805,1718,"A 60-year-old woman is brought into the office by his son! His son states that the patient has been acting inappropriately over the last few years! She has been taking off her clothes in front of visitors and putting objects in her mouth! She has had no emotional response to the death of one of her close friends and was laughing at her funeral! She has almost no memory issues, but sometimes forgets how to use objects such as a telephone! She has no other medical issues and takes no medications! On exam, she has no focal neurological deficits and her mini-mental status exam is 25/30! What is the most likely diagnosis?",Pick's disease,Lewy body dementia,Normal aging,Alzheimer's dementia,Pick's disease,Neurology,MedQA_USMLE,case_1718,ungendered
531,806,806,1719,"A 35-year-old is brought into the emergency room after a bicycle vs motored vehicle accident! He was unconscious after hitting the side of his head on the road, but recovered consciousness after a few minutes! He started to ride his bicycle again, but then developed a severe headache with nausea and vomiting, at which time he called EMS! While in the hospital, the patient is confused and cannot provide a history! He quickly loses consciousness and his CT scan is displayed in Figure 1! What is the most likely diagnosis?",Caput succedaneum,Subarachnoid hemorrhage,Epidural hematoma,Subgaleal hematoma,Epidural hematoma,Neurology,MedQA_USMLE,case_1719,ungendered
532,807,807,1720,"A 29-year-old G2P1 woman at 37 weeks gestation presents to her primary care physician with a 3-day history of an abrupt onset of extremely pruritic, urticarial papules and blisters on the abdomen and trunk! Her pregnancy has otherwise been unremarkable and she is currently taking folate and a multivitamin! Her husband recently had an upper respiratory infection and her son recently had a fever and a rash! The patient has never been vaccinated nor has anyone else in the family! She has a history of cold sores and chickenpox! Her temperature is 98!0°F (36!7°C), blood pressure is 120/84 mmHg, pulse is 85/min, respirations are 14/min, and oxygen saturation is 98% on room air! Her physical exam is shown in Figure A! Which of the following is the most likely diagnosis?",Herpes simplex virus,Pemphigoid gestationis,Pemphigus vulgaris,Bullous pemphigoid,Pemphigoid gestationis,Obstetrics and Gynecology,MedQA_USMLE,case_1720,ungendered
533,808,808,1722,"An 11-year-old girl is brought into the clinic by her parents, who are distraught over her behavior! They state that over the past several months she has started to act oddly, combing the hair of her toy dolls for hours without stopping and repetitively counting her steps in the house! She is often brought to tears when confronted about these behaviors! The patient has no past medical history! When questioned about family history, the mother states she has needed close medical follow-up in the past, but declines to elaborate! The patient's vital signs are all within normal limits! On physical exam the patient is a well nourished 11-year-old girl in no acute distress! She has occasional motor tics, but the remainder of the exam is benign! What is the diagnosis in this patient?",Generalized anxiety disorder (GAD),Obsessive compulsive disorder (OCD),Autism spectrum disorder (ASD),Major depressive disorder (MDD),Obsessive compulsive disorder (OCD),Neurology,MedQA_USMLE,case_1722,ungendered
534,809,809,1724,A 70-year-old women presents to her primary care physician with sudden episodes of dizziness that resolve in certain positions! On further questioning she describes a false sense of motion with occasional spinning sensation consistent with vertigo! She denies any recent illnesses or hearing loss aside from presbycusis! Her vital signs are normal! During the physical exam the the patient reports an episode of vertigo after transitioning from sitting to supine and horizontal nystagmus is concurrently noted! What is the mostly likely diagnosis?,Vestibular migraine,Labyrinthitis,Benign Paroxysmal Positional Vertigo (BPPV),Vestibular neuritis,Benign Paroxysmal Positional Vertigo (BPPV),Neurology,MedQA_USMLE,case_1724,ungendered
535,810,810,1725,"A 39-year-old woman comes into your office with multiple complaints of recent onset! She has been feeling fatigued and has started having leg and thigh pain bilaterally, along with weakness! In addition, she states that she recently started noticing some redness around her eyes along with a rash on her shoulders as shown in Figure A! Of note, she takes simvastatin for her hyperlipidemia, and took a short course of steroids recently for an allergic reaction! Her vitals are within normal limits! Her CK is 400 U/L, ESR is 70 mm/hr, and ferritin is 500 mcg/L! What is the most likely diagnosis?",Dermatomyositis,Statin induced myopathy,Inclusion body myositis,Corticosteroid induced myopathy,Dermatomyositis,Rheumatology,MedQA_USMLE,case_1725,ungendered
536,811,811,1726,"A 24-year-old woman presents to the emergency department with a severe headache! She states it is 10/10 in intensity and states that it is associated with chewing! She describes it as a dull pain over the sides of her head! The patient is otherwise healthy and is not currently taking any medications! Her temperature is 97!0°F (36!4°C), blood pressure is 111/74 mmHg, pulse is 83/min, respirations are 13/min, and oxygen saturation is 98% on room air! Physical exam is notable for pain and tenderness over the mandibular and temporal region that is worsened when the patient opens and closes their mouth! Which of the following is the most likely diagnosis?",Temporal arteritis,Temporomandibular joint dysfunction,Subarachnoid hemorrhage,Tension headache,Temporomandibular joint dysfunction,Neurology,MedQA_USMLE,case_1726,ungendered
537,812,812,1728,"A 26-year-old woman presents to her gynecologist with complaints of pain with her menses and during intercourse! She also complains of chest pain that occurs whenever she has her menstrual period! The patient has a past medical history of bipolar disorder and borderline personality disorder! Her current medications include lithium and haloperidol! Review of systems is notable only for pain when she has a bowel movement relieved by defecation! Her temperature is 98!2°F (36!8°C), blood pressure is 114/74 mmHg, pulse is 70/min, respirations are 14/min, and oxygen saturation is 98% on room air! Pelvic exam is notable for a tender adnexal mass! The patient's uterus is soft, boggy, and tender! Which of the following is the most appropriate method of confirming the diagnosis in this patient?",Laparoscopy,Transvaginal ultrasound,MRI,Clinical diagnosis,Laparoscopy,Obstetrics and Gynecology,MedQA_USMLE,case_1728,ungendered
538,813,813,1730,"A 23-year-old woman is brought to her primary care physician for being excessively sad and withdrawn lately! The patient states she was recently in a relationship for the past 5 months that just ended! She states she did everything right in the relationship including cooking, cleaning, organizing, and being there for him! The relationship ended 1 week ago and since then, the patient has not known what to do with herself! She says she counted on her partner to structure her day and give her things to do and simply can not manage without him! She has not been doing laundry, cooking, or bathing during this time! This has happened to her multiple times in the past! She has begun writing songs about her breakup to cope, but it is not working! Her temperature is 98!8°F (37!1°C), blood pressure is 120/80 mmHg, pulse is 82/min, respirations are 13/min, and oxygen saturation is 98% on room air! Physical exam is notable for a sad young woman and the finding in Figure A which is on her other arm as well! Which of the following is the most likely defense mechanism utilized in this patient's underlying diagnosis?",Splitting,Displacement,Projection,Sublimation,Splitting,Other,MedQA_USMLE,case_1730,ungendered
539,814,814,1731,"A 45-year-old male with no significant medical history comes to your office complaining of pain and stiffness in his hands upon awakening in the morning! He says the pain and stiffness tends to go away an hour or so after waking up! On physical exam, you note scaly rashes on his elbows bilaterally! You obtain radiographs, shown in Figure A! What is the most likely diagnosis?",Osteoarthritis,Systemic lupus erythematosus,Gouty arthritis,Psoriatic arthritis,Psoriatic arthritis,Rheumatology,MedQA_USMLE,case_1731,ungendered
540,815,815,1733,"A 28-year-old G2P1 woman at 29 weeks gestation presents to the obstetrician after noticing red spots on her undergarments over the past week! Her vaginal bleeding has not been painful; however, she is concerned that it has persisted! Her previous child was born by cesarean section and she is currently taking folate and a multivitamin! She endorses feeling fetal movements! Her temperature is 98!9°F (37!2°C), blood pressure is 120/84 mmHg, pulse is 88/min, respirations are 17/min, and oxygen saturation is 99% on room air! Physical exam is notable for a gravid uterus and non-tender abdomen! Speculum exam reveals a closed cervical os and a small amount of blood! Which of the following is the most likely diagnosis?",Vasa previa,Placenta previa,Placental abruption,Placenta percreta,Placenta previa,Obstetrics and Gynecology,MedQA_USMLE,case_1733,ungendered
541,817,817,1735,"A 62-year-old homeless man presents to the emergency department with severe chest pain! The patient states he has felt unwell for the past several days and endorses lower back pain, chest pain, pain with swallowing, a cough, and a subjective fever! Several weeks ago, the patient had dental pain which he has been treating by drinking alcohol! His temperature is 104°F (40!0°C), blood pressure is 114/64 mmHg, pulse is 120/min, respirations are 22/min, and oxygen saturation is 92% on room air! Exam is notable for submandibular erythema and a coarse, rasping sound when auscultating the heart sounds! A CT of the chest is performed as seen in Figure A and an ECG is performed as seen in Figure B! Laboratory values are notable for a troponin of 1!0 ng/mL (normal < 0!4 ng/mL) and a creatinine of 2!5 mg/dL! Which of the following is the most likely diagnosis?",Myocardial infarction,Esophageal rupture,Mediastinitis,Ludwig angina,Mediastinitis,Cardiovascular System,MedQA_USMLE,case_1735,ungendered
542,818,818,1736,"A 27-year-old male presents to clinic complaining of coughing up small amounts of blood daily for the past week! He denies smoking, sick contacts, or recent travel! Chest radiographs demonstrates interstitial pneumonia with patchy alveolar infiltrates suggestive of multiple bleeding sites! Urinalysis is positive for blood and protein! A positive result is returned for anti-glomerular basement membrane antibody (anti-GBM Ab)! What is the most likely diagnosis?",Microscopic polyangiitis,Goodpasture disease,Churg-Strauss syndrome,Systemic lupus erythematous (SLE),Goodpasture disease,Renal and Genitourinary System,MedQA_USMLE,case_1736,ungendered
543,819,819,1739,"A 64-year-old male presents to his primary care physician with a chief complaint of left knee pain! He describes acute-onset knee pain last evening that was accompanied by redness of the skin around the joint! He denies any precipitating injury or recent activity that could have caused this pain! He describes a similar episode that occurred in his right knee 2 months ago; he did not seek medical treatment, and the pain mitigated after 5 days! Physical examination is significant for the following: left knee is warm-to-touch, erythematous, and extremely tender to palpation; range of motion in flexion and extension is limited by pain; crepitus noted with passive movement of the knee joint! The patient is noted to be afebrile with all vital signs within normal limits! Aspiration of the left knee joint is ordered and reveals the findings shown in Figure A! Which of the following findings could also be seen in this patient, associated with their current diagnosis?",Insulin insensitivity and elevated blood glucose levels,Bronzing of the skin and elevated blood glucose levels,Decreased serum calcium levels and elevated phosphate levels,Kayser-Fleischer rings and decreased serum ceruloplasmin,Bronzing of the skin and elevated blood glucose levels,Rheumatology,MedQA_USMLE,case_1739,ungendered
